tokens,tags
"['রাজনৈতিক', 'মতৈক্য', 'তুলে', 'ধরতেই', 'সফরসঙ্গী', 'মমতাআনন্দবাজারের', 'প্রতিবেদনে', 'বলা', 'হয়', '<PUNCT>', 'স্থলসীমান্ত', 'চুক্তি', 'নিয়ে', 'রাজনৈতিক', 'মতৈক্যর', 'ছবিটি', 'ঢাকায়', 'সামনে', 'তুলে', 'ধরতেই', 'পশ্চিমবঙ্গের', 'মুখ্যমন্ত্রী', 'মমতা', 'বন্দ্যোপাধ্যায়কেও', 'সফরসঙ্গী', 'হতে', 'আমন্ত্রণ', 'জানিয়েছেন', 'মোদি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['মমতা', 'বন্দ্যোপাধ্যায়', 'তবু', 'দাবি', 'করে', 'আসছেন', '<PUNCT>', 'সিকিমের', 'এই', 'দাবি', 'যাচাই', 'করার', 'দায়িত্ব', 'পুরোপুরি', 'কেন্দ্রের', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['শেখ', 'হাসিনার', 'সরকার', 'বেশ', 'কয়েক', 'বছর', 'ধরেই', 'যে', 'সন্ত্রাস', 'দমনে', 'অত্যন্ত', 'ইতিবাচক', 'ভূমিকা', 'পালন', 'করেছে', '<PUNCT>', 'মন্ত্রিসভার', 'বৈঠকে', 'তা', 'উল্লেখ', 'করেন', 'নরেন্দ্র', 'মোদি', '<PUNCT>']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রাজনৈতিক', 'মতৈক্য', 'তুলে', 'ধরতেই', 'সফরসঙ্গী', 'মমতাআনন্দবাজারের', 'প্রতিবেদনে', 'বলা', 'হয়', '<PUNCT>', 'স্থলসীমান্ত', 'চুক্তি', 'নিয়ে', 'রাজনৈতিক', 'মতৈক্যর', 'ছবিটি', 'ঢাকায়', 'সামনে', 'তুলে', 'ধরতেই', 'পশ্চিমবঙ্গের', 'মুখ্যমন্ত্রী', 'মমতা', 'বন্দ্যোপাধ্যায়কেও', 'সফরসঙ্গী', 'হতে', 'আমন্ত্রণ', 'জানিয়েছেন', 'মোদি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আনন্দবাজারের', 'দাবি', '<PUNCT>', 'প্রধানমন্ত্রীর', 'সচিবালয়', 'সূত্র', 'তাদের', 'বলছে', '<PUNCT>', 'দক্ষিণ', 'এশিয়ায়', 'এই', 'মুহূর্তে', 'বাংলাদেশই', 'ভারতের', 'সব', 'চেয়ে', 'বড়', 'বাণিজ্য', 'সহযোগী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আনন্দবাজারের', 'দাবি', '<PUNCT>', 'প্রধানমন্ত্রীর', 'সচিবালয়', 'সূত্র', 'তাদের', 'বলছে', '<PUNCT>', 'দক্ষিণ', 'এশিয়ায়', 'এই', 'মুহূর্তে', 'বাংলাদেশই', 'ভারতের', 'সব', 'চেয়ে', 'বড়', 'বাণিজ্য', 'সহযোগী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['হাইকমিশনার', 'রাষ্ট্রপতিকে', 'জানান', '<PUNCT>', 'মালদ্বীপ', 'বাংলাদেশ', 'থেকে', '৬৭', 'জনের', 'বেশি', 'ডাক্তার', 'নিয়োগ', 'দেবে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেশের', 'বাইরের', 'কেন্দ্রগুলো', '<PUNCT>', 'সৌদি', 'আরবের', 'জেদ্দার', 'বাংলাদেশ', 'ইন্টারন্যাশনাল', 'স্কুল', 'ও', 'রিয়াদের', 'বাংলাদেশ', 'অ্যাম্বেসি', 'স্কুল', '<PUNCT>', 'লিবিয়ার', 'ত্রিপোলিতে', 'বাংলাদেশ', 'কমিউনিটি', 'স্কুল', '<PUNCT>', 'কাতারের', 'দোহায়', 'বাংলাদেশ', 'মাশউর', '<PUNCT>', 'উল', 'হক', 'মেমোরিয়াল', 'হাইস্কুল', '<PUNCT>', 'সংযুক্ত', 'আরব', 'আমিরাতের', 'আবুধাবিতে', 'শেখ', 'খলিফা', 'বিন', 'জায়েদ', 'বাংলাদেশ', 'ইসলামিয়া', 'স্কুল', 'ও', 'বাংলাদেশ', 'ইসলামি', 'হাই', 'স্কুল', '<PUNCT>', 'আরএ', 'এস', 'আল', 'খাইমা', '<PUNCT>', 'বাহরাইনের', 'মানামার', 'বাংলাদেশ', 'স্কুল', 'এবং', 'ওমানের', 'বাংলাদেশ', 'স্কুল', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['রাষ্ট্রায়ত্ত', 'সোনালী', '<PUNCT>', 'অগ্রণী', '<PUNCT>', 'জনতা', '<PUNCT>', 'রূপালী', '<PUNCT>', 'বাংলাদেশ', 'ডেভেলপমেন্ট', 'ব্যাংক', '<PUNCT>', 'বিডিবিএল', '<PUNCT>', 'ও', 'বেসিক', 'ব্যাংক', 'নতুন', 'এই', 'সুদহার', 'কার্যকরের', 'উদ্যোগ', 'নিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রাষ্ট্রায়ত্ত', 'সোনালী', '<PUNCT>', 'অগ্রণী', '<PUNCT>', 'জনতা', '<PUNCT>', 'রূপালী', '<PUNCT>', 'বাংলাদেশ', 'ডেভেলপমেন্ট', 'ব্যাংক', '<PUNCT>', 'বিডিবিএল', '<PUNCT>', 'ও', 'বেসিক', 'ব্যাংক', 'নতুন', 'এই', 'সুদহার', 'কার্যকরের', 'উদ্যোগ', 'নিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পরপর', 'চারটি', 'শো', 'আমি', 'করি', '<PUNCT>', 'আবার', 'চারটি', 'শো', 'রুমা', 'করেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
"['প্রথম', 'অর্ধেক', 'করবেন', 'রুমা', '<PUNCT>', 'শেষ', 'অর্ধেক', 'আমি', '<PUNCT>']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['পরে', 'কাজী', 'রোকসানা', 'রুমা', 'নিজ', 'উদ্যোগেই', 'চরিত্রে', 'অভিনয়', 'শুরু', 'করেন', '<PUNCT>']","['O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যুক্তরাষ্ট্রের', 'সুউচ্চ', 'ভবন', 'ফ্রিডম', 'টাওয়ারের', 'চূড়া', 'থেকে', 'নগরের', 'সৌন্দর্য', 'দেখার', 'সুযোগ', 'করে', 'দেওয়া', 'হয়েছে', 'সাধারণ', 'দর্শনার্থীদের', 'জন্য', '<PUNCT>']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ছবিতে', 'চরিত্রের', 'প্রয়োজনে', 'শরীরের', 'ওজন', 'বাড়ানো', 'কিংবা', 'কমানো', '<PUNCT>', 'মিস্টার', 'পারফেকশনিস্ট', '<PUNCT>', 'তারকা', 'আমির', 'খানের', 'জন্য', 'মোটেও', 'নতুন', 'কিছু', 'নয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সন্ত্রাসী', 'হামলায়', 'ধসে', 'পড়া', 'ওয়ার্ল্ড', 'ট্রেড', 'সেন্টারের', 'জায়গায়', 'এখন', 'মাথা', 'উঁচু', 'করে', 'দাঁড়িয়েছে', 'ফ্রিডম', 'টাওয়ার', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সন্ত্রাসী', 'হামলায়', 'ধসে', 'পড়া', 'ওয়ার্ল্ড', 'ট্রেড', 'সেন্টারের', 'জায়গায়', 'এখন', 'মাথা', 'উঁচু', 'করে', 'দাঁড়িয়েছে', 'ফ্রিডম', 'টাওয়ার', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['ওই', 'সময়কার', 'টুইন', 'টাওয়ার', 'খ্যাত', 'গ্রাউন্ড', 'জিরোতে', 'গড়ে', 'উঠেছে', 'এই', 'ফ্রিডম', 'টাওয়ার', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ফলাফলের', 'ভিত্তিতে', 'বিভিন্ন', 'বোর্ডে', 'সেসব', 'শিক্ষাপ্রতিষ্ঠান', 'প্রথম', 'হয়েছে', '<PUNCT>', 'ঢাকা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'সামছুল', 'হক', 'খান', 'স্কুল', 'অ্যান্ড', 'কলেজ', 'রাজশাহী', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'বগুড়া', 'ক্যান্টনমেন্ট', 'পাবলিক', 'স্কুল', 'অ্যান্ড', 'কলেজ', 'বরিশাল', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'বরিশাল', 'ক্যাডেট', 'ক্যাডেটযশোর', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ঝিনাইদহ', 'ক্যাডেট', 'কলেজদিনাজপুর', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ক্যান্টনমেন্ট', 'পাবলিক', 'স্কুল', 'অ্যান্ড', 'কলেজ', '<PUNCT>', 'রংপুরসিলেট', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'সিলেট', 'ক্যাডেট', 'কলেজ', 'কুমিল্লা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'কুমিল্লা', 'জিলা', 'স্কুল', 'চট্টগ্রাম', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'চট্টগ্রাম', 'কলেজিয়েট', 'স্কুল', 'মাদ্রাসা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'দারুন্নাজাত', 'সিদ্দিকিয়া', 'কামিল', 'মাদ্রাসা', '<PUNCT>', 'ডেমরাকারিগরি', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ইউসেফ', '<PUNCT>', 'রাজশাহী', 'টেকনিক্যাল', 'স্কুল', '<PUNCT>', 'রাজশাহী']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ফলাফলের', 'ভিত্তিতে', 'বিভিন্ন', 'বোর্ডে', 'সেসব', 'শিক্ষাপ্রতিষ্ঠান', 'প্রথম', 'হয়েছে', '<PUNCT>', 'ঢাকা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'সামছুল', 'হক', 'খান', 'স্কুল', 'অ্যান্ড', 'কলেজ', 'রাজশাহী', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'বগুড়া', 'ক্যান্টনমেন্ট', 'পাবলিক', 'স্কুল', 'অ্যান্ড', 'কলেজ', 'বরিশাল', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'বরিশাল', 'ক্যাডেট', 'ক্যাডেটযশোর', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ঝিনাইদহ', 'ক্যাডেট', 'কলেজদিনাজপুর', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ক্যান্টনমেন্ট', 'পাবলিক', 'স্কুল', 'অ্যান্ড', 'কলেজ', '<PUNCT>', 'রংপুরসিলেট', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'সিলেট', 'ক্যাডেট', 'কলেজ', 'কুমিল্লা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'কুমিল্লা', 'জিলা', 'স্কুল', 'চট্টগ্রাম', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'চট্টগ্রাম', 'কলেজিয়েট', 'স্কুল', 'মাদ্রাসা', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'দারুন্নাজাত', 'সিদ্দিকিয়া', 'কামিল', 'মাদ্রাসা', '<PUNCT>', 'ডেমরাকারিগরি', 'শিক্ষা', 'বোর্ড', '<PUNCT>', 'ইউসেফ', '<PUNCT>', 'রাজশাহী', 'টেকনিক্যাল', 'স্কুল', '<PUNCT>', 'রাজশাহী']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পণ্ডিত', 'বিরজু', 'মহারাজ', 'কত্থক', 'নৃত্যে', 'লক্ষ্ণৌ', 'ঘরানার', 'প্রধান', 'শিল্পী', '<PUNCT>']","['O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বলা', 'যায়', 'রবীন্দ্রনাথ', 'এখানে', 'ভাস্বর', '<PUNCT>']","['O', 'O', 'B-PER', 'O', 'O', 'O']"
"['তার', 'কাকা', 'শম্ভু', 'মহারাজ', '<PUNCT>', 'লাচ্চু', 'মহারাজ', '<PUNCT>', 'বাবা', 'আপন', 'মহারাজ', '<PUNCT>']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['উপস্থিত', 'ছিলেন', 'বিন', 'তানাক', 'ট্রাভেল', 'এজেন্সির', 'কর্ণধার', 'ওয়াহিদুন', 'নবী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['গতকাল', 'শুক্রবার', 'রাতে', 'হাবিবের', 'স্টুডিওতে', 'জিঙ্গেলটিতে', 'কণ্ঠ', 'দেন', 'ন্যানসি', '<PUNCT>']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যুক্তরাষ্ট্রে', 'নিয়োজিত', 'বাংলাদেশের', 'রাষ্ট্রদূত', 'জিয়া', 'উদ্দিন', '<PUNCT>', 'জাতিসংঘে', 'বাংলাদেশের', 'স্থায়ী', 'প্রতিনিধি', 'এ', 'কে', 'আবদুল', 'মোমেনসহ', 'গুরুত্বপূর্ণ', 'ব্যক্তিরা', 'এ', 'কনসার্টে', 'উপস্থিত', 'থাকবেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যুক্তরাষ্ট্রে', 'নিয়োজিত', 'বাংলাদেশের', 'রাষ্ট্রদূত', 'জিয়া', 'উদ্দিন', '<PUNCT>', 'জাতিসংঘে', 'বাংলাদেশের', 'স্থায়ী', 'প্রতিনিধি', 'এ', 'কে', 'আবদুল', 'মোমেনসহ', 'গুরুত্বপূর্ণ', 'ব্যক্তিরা', 'এ', 'কনসার্টে', 'উপস্থিত', 'থাকবেন', '<PUNCT>']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যুক্তরাষ্ট্রে', 'নিয়োজিত', 'বাংলাদেশের', 'রাষ্ট্রদূত', 'জিয়া', 'উদ্দিন', '<PUNCT>', 'জাতিসংঘে', 'বাংলাদেশের', 'স্থায়ী', 'প্রতিনিধি', 'এ', 'কে', 'আবদুল', 'মোমেনসহ', 'গুরুত্বপূর্ণ', 'ব্যক্তিরা', 'এ', 'কনসার্টে', 'উপস্থিত', 'থাকবেন', '<PUNCT>']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
