sentences,tokens,tags
এ ছাড়া অনুষ্ঠানে বাংলাদেশ ব্যাংকের জেনারেল ম্যানেজার (পিএসডি) কে এম আব্দুল ওয়াদুদ এবং ফ্লোরা লিমিটেডের ম্যানেজিং ডিরেক্টর মোস্তফা শামসুল ইসলাম বিশেষ অতিথি হিসেবে সেমিনারে বক্তব্য দেন।,"['এ', 'ছাড়া', 'অনুষ্ঠানে', 'বাংলাদেশ', 'ব্যাংকের', 'জেনারেল', 'ম্যানেজার', '<PUNCT>', 'পিএসডি', '<PUNCT>', 'কে', 'এম', 'আব্দুল', 'ওয়াদুদ', 'এবং', 'ফ্লোরা', 'লিমিটেডের', 'ম্যানেজিং', 'ডিরেক্টর', 'মোস্তফা', 'শামসুল', 'ইসলাম', 'বিশেষ', 'অতিথি', 'হিসেবে', 'সেমিনারে', 'বক্তব্য', 'দেন', '<PUNCT>']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
সেমিনারে প্রযুক্তি পণ্য সরবরাহকারী প্রতিষ্ঠান ফ্লোরা লিমিটেড একটি রিয়েল টাইম পেমেন্ট সলিউশন প্রদর্শন করে।,"['সেমিনারে', 'প্রযুক্তি', 'পণ্য', 'সরবরাহকারী', 'প্রতিষ্ঠান', 'ফ্লোরা', 'লিমিটেড', 'একটি', 'রিয়েল', 'টাইম', 'পেমেন্ট', 'সলিউশন', 'প্রদর্শন', 'করে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"এতে ছিলেন উপস্থিত ছিলেন সিটিও ফোরাম বাংলাদেশের মহাসচিব ইজাজুল হক বাংলাদেশ ব্যাংকের ডেপুটি জেনারেল ম্যানেজার (পিএসডি) রেজাউল করিম, সাউথ-ইস্ট ব্যাংক লিমিটেডের ডেপুটি ম্যানেজিং ডিরেক্টর এস এম মাইনুদ্দীন চৌধুরী, মিউচুয়াল ট্রাস্ট ব্যাংকের ইভিপি অ্যান্ড সিআইও মো: শাহ আলম পাটোয়ারী, বাংলাদেশ ব্যাংকের সিনিয়র সিস্টেম অ্যানালিস্ট মোঃ রাহাত উদ্দিন, বাংলাদেশ ব্যাংকের সিস্টেম অ্যানালিস্ট হিমাদ্রি শেখর সরদার ও মো: মশিউজ্জামান।","['এতে', 'ছিলেন', 'উপস্থিত', 'ছিলেন', 'সিটিও', 'ফোরাম', 'বাংলাদেশের', 'মহাসচিব', 'ইজাজুল', 'হক', 'বাংলাদেশ', 'ব্যাংকের', 'ডেপুটি', 'জেনারেল', 'ম্যানেজার', '<PUNCT>', 'পিএসডি', '<PUNCT>', 'রেজাউল', 'করিম', '<PUNCT>', 'সাউথ', '<PUNCT>', 'ইস্ট', 'ব্যাংক', 'লিমিটেডের', 'ডেপুটি', 'ম্যানেজিং', 'ডিরেক্টর', 'এস', 'এম', 'মাইনুদ্দীন', 'চৌধুরী', '<PUNCT>', 'মিউচুয়াল', 'ট্রাস্ট', 'ব্যাংকের', 'ইভিপি', 'অ্যান্ড', 'সিআইও', 'মো', '<PUNCT>', 'শাহ', 'আলম', 'পাটোয়ারী', '<PUNCT>', 'বাংলাদেশ', 'ব্যাংকের', 'সিনিয়র', 'সিস্টেম', 'অ্যানালিস্ট', 'মোঃ', 'রাহাত', 'উদ্দিন', '<PUNCT>', 'বাংলাদেশ', 'ব্যাংকের', 'সিস্টেম', 'অ্যানালিস্ট', 'হিমাদ্রি', 'শেখর', 'সরদার', 'ও', 'মো', '<PUNCT>', 'মশিউজ্জামান', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
ওই সমবায় সমিতির নাম রুর্যারল ডেভেলপমেন্ট প্রোগ্রাম ফাইন্যান্স অ্যান্ড ইনভেস্টমেন্ট মাল্টিপারপাস কো-অপারেটিভ সোসাইটি লিমিটেড (আরডিপি)।,"['ওই', 'সমবায়', 'সমিতির', 'নাম', 'রুর্যারল', 'ডেভেলপমেন্ট', 'প্রোগ্রাম', 'ফাইন্যান্স', 'অ্যান্ড', 'ইনভেস্টমেন্ট', 'মাল্টিপারপাস', 'কো', '<PUNCT>', 'অপারেটিভ', 'সোসাইটি', 'লিমিটেড', '<PUNCT>', 'আরডিপি', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
গতকাল সন্ধ্যায় থার্ডবেল এন্টারটেইনমেন্ট লিমিটেডের অফিসে এ ব্যাপারে এক সংবাদ সম্মেলনের আয়োজন করা হয়।,"['গতকাল', 'সন্ধ্যায়', 'থার্ডবেল', 'এন্টারটেইনমেন্ট', 'লিমিটেডের', 'অফিসে', 'এ', 'ব্যাপারে', 'এক', 'সংবাদ', 'সম্মেলনের', 'আয়োজন', 'করা', 'হয়', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"থার্ডবেল এন্টারটেইনমেন্ট লিমিটেডের ব্যবস্থাপনা পরিচালক অভিনেতা হিল্লোল বলেন, 'ধারাবাহিকটি হবে ১০০ পর্বের।","['থার্ডবেল', 'এন্টারটেইনমেন্ট', 'লিমিটেডের', 'ব্যবস্থাপনা', 'পরিচালক', 'অভিনেতা', 'হিল্লোল', 'বলেন', '<PUNCT>', '<PUNCT>', 'ধারাবাহিকটি', 'হবে', '১০০', 'পর্বের', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"আয়োজক প্রতিষ্ঠান প্রাণ বেভারেজ লিমিটেডের ক্যাটাগরি ম্যানেজার মনিরুল ইসলাম জানান, ২১ মে বেলা আড়াইটায় দর্শকদের জন্য গেট উন্মুক্ত করা হবে এবং তিনটায় শুরু হবে কনসার্ট।","['আয়োজক', 'প্রতিষ্ঠান', 'প্রাণ', 'বেভারেজ', 'লিমিটেডের', 'ক্যাটাগরি', 'ম্যানেজার', 'মনিরুল', 'ইসলাম', 'জানান', '<PUNCT>', '২১', 'মে', 'বেলা', 'আড়াইটায়', 'দর্শকদের', 'জন্য', 'গেট', 'উন্মুক্ত', 'করা', 'হবে', 'এবং', 'তিনটায়', 'শুরু', 'হবে', 'কনসার্ট', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"আরও উপস্থিত ছিলেন উপজেলা পরিষদের চেয়ারম্যান শওকত শিকদার, উপজেলা কেন্দ্রীয় সমবায় সমিতি (ইউসিসিএ) লিমিটেডের চেয়ারম্যান সুলতান শরীফ, উপজেলা প্রকল্প বাস্তবায়ন কর্মকর্তা জাকির হোসেন প্রমুখ।","['আরও', 'উপস্থিত', 'ছিলেন', 'উপজেলা', 'পরিষদের', 'চেয়ারম্যান', 'শওকত', 'শিকদার', '<PUNCT>', 'উপজেলা', 'কেন্দ্রীয়', 'সমবায়', 'সমিতি', '<PUNCT>', 'ইউসিসিএ', '<PUNCT>', 'লিমিটেডের', 'চেয়ারম্যান', 'সুলতান', 'শরীফ', '<PUNCT>', 'উপজেলা', 'প্রকল্প', 'বাস্তবায়ন', 'কর্মকর্তা', 'জাকির', 'হোসেন', 'প্রমুখ', '<PUNCT>']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"র‌্যাংগসের অধীনে র‌্যাংগস লিমিটেড, র‌্যাংকন মটরস, মোটরবাইক, র‌্যাংগস ওয়ার্কশপ, প্রোপার্টিজ, র‌্যাংকন ইঞ্জিনিয়ারিং, সার্ভিস, অটোমোবাইল, অটো, র‌্যাংগস ইন্ডাস্ট্রি, র‌্যাংকস পেট্রোলিয়ামসহ মোট ১৩টি প্রতিষ্ঠানের প্রধান প্রশাসনিক ও মানবসম্পদ কর্মকর্তা মোহাম্মদ নজরুল ইসলাম।","['র\u200d্যাংগসের', 'অধীনে', 'র\u200d্যাংগস', 'লিমিটেড', '<PUNCT>', 'র\u200d্যাংকন', 'মটরস', '<PUNCT>', 'মোটরবাইক', '<PUNCT>', 'র\u200d্যাংগস', 'ওয়ার্কশপ', '<PUNCT>', 'প্রোপার্টিজ', '<PUNCT>', 'র\u200d্যাংকন', 'ইঞ্জিনিয়ারিং', '<PUNCT>', 'সার্ভিস', '<PUNCT>', 'অটোমোবাইল', '<PUNCT>', 'অটো', '<PUNCT>', 'র\u200d্যাংগস', 'ইন্ডাস্ট্রি', '<PUNCT>', 'র\u200d্যাংকস', 'পেট্রোলিয়ামসহ', 'মোট', '১৩টি', 'প্রতিষ্ঠানের', 'প্রধান', 'প্রশাসনিক', 'ও', 'মানবসম্পদ', 'কর্মকর্তা', 'মোহাম্মদ', 'নজরুল', 'ইসলাম', '<PUNCT>']","['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"সিরাজগঞ্জের বাঘাবাড়ীতে গুঁড়া দুধ তৈরির আরেকটি কারখানা স্থাপন করবে বাংলাদেশ দুগ্ধ উৎপাদনকারী সমবায় ইউনিয়ন লিমিটেড, যা মিল্ক ভিটা নামেই বেশি পরিচিত।","['সিরাজগঞ্জের', 'বাঘাবাড়ীতে', 'গুঁড়া', 'দুধ', 'তৈরির', 'আরেকটি', 'কারখানা', 'স্থাপন', 'করবে', 'বাংলাদেশ', 'দুগ্ধ', 'উৎপাদনকারী', 'সমবায়', 'ইউনিয়ন', 'লিমিটেড', '<PUNCT>', 'যা', 'মিল্ক', 'ভিটা', 'নামেই', 'বেশি', 'পরিচিত', '<PUNCT>']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"জানতে চাইলে বাংলাদেশ দুগ্ধ উৎপাদনকারী সমবায় ইউনিয়ন লিমিটেডের ব্যবস্থাপনা কমিটির চেয়ারম্যান শেখ নাদির হোসেন প্রথম আলোকে বলেন, 'দেশে দুধের যে চাহিদা, তাতে বাস্তবতার কারণেই এই প্রকল্পটি দরকার।","['জানতে', 'চাইলে', 'বাংলাদেশ', 'দুগ্ধ', 'উৎপাদনকারী', 'সমবায়', 'ইউনিয়ন', 'লিমিটেডের', 'ব্যবস্থাপনা', 'কমিটির', 'চেয়ারম্যান', 'শেখ', 'নাদির', 'হোসেন', 'প্রথম', 'আলোকে', 'বলেন', '<PUNCT>', '<PUNCT>', 'দেশে', 'দুধের', 'যে', 'চাহিদা', '<PUNCT>', 'তাতে', 'বাস্তবতার', 'কারণেই', 'এই', 'প্রকল্পটি', 'দরকার', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"প্রকল্প-সংশ্লিষ্ট কর্মকর্তারা জানান, ২২৫ মেগাওয়াট ডুয়েল ফুয়েল কম্বাইন্ড সাইকেল বিদ্যুৎকেন্দ্রের কাজ শুরুর জন্য গত বছরের ২৪ আগস্ট ভারতীয় ঠিকাদারি প্রতিষ্ঠান লারসেন অ্যান্ড টব্রো লিমিটেডের সঙ্গে সরকার চুক্তি করে।","['প্রকল্প', '<PUNCT>', 'সংশ্লিষ্ট', 'কর্মকর্তারা', 'জানান', '<PUNCT>', '২২৫', 'মেগাওয়াট', 'ডুয়েল', 'ফুয়েল', 'কম্বাইন্ড', 'সাইকেল', 'বিদ্যুৎকেন্দ্রের', 'কাজ', 'শুরুর', 'জন্য', 'গত', 'বছরের', '২৪', 'আগস্ট', 'ভারতীয়', 'ঠিকাদারি', 'প্রতিষ্ঠান', 'লারসেন', 'অ্যান্ড', 'টব্রো', 'লিমিটেডের', 'সঙ্গে', 'সরকার', 'চুক্তি', 'করে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"প্রকল্প-সংশ্লিষ্ট কর্মকর্তারা জানান, ভৌত অবকাঠামোর নির্মাণকাজের জন্য ভারতীয় ঠিকাদারি প্রতিষ্ঠানটি বাংলাদেশি প্রতিষ্ঠান ইউনিয়ন মার্কেন্টাইল লিমিটেডকে নিয়োগ দিয়েছে।","['প্রকল্প', '<PUNCT>', 'সংশ্লিষ্ট', 'কর্মকর্তারা', 'জানান', '<PUNCT>', 'ভৌত', 'অবকাঠামোর', 'নির্মাণকাজের', 'জন্য', 'ভারতীয়', 'ঠিকাদারি', 'প্রতিষ্ঠানটি', 'বাংলাদেশি', 'প্রতিষ্ঠান', 'ইউনিয়ন', 'মার্কেন্টাইল', 'লিমিটেডকে', 'নিয়োগ', 'দিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
ট্রান্সকম গ্রুপের চেয়ারম্যান লতিফুর রহমান পুনরায় ন্যাশনাল হাউজিং ফাইন্যান্স অ্যান্ড ইনভেস্টমেন্টস লিমিটেডের চেয়ারম্যান নির্বাচিত হয়েছেন।,"['ট্রান্সকম', 'গ্রুপের', 'চেয়ারম্যান', 'লতিফুর', 'রহমান', 'পুনরায়', 'ন্যাশনাল', 'হাউজিং', 'ফাইন্যান্স', 'অ্যান্ড', 'ইনভেস্টমেন্টস', 'লিমিটেডের', 'চেয়ারম্যান', 'নির্বাচিত', 'হয়েছেন', '<PUNCT>']","['B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"করপোরেট ক্লাব অব সিলেট লিমিটেড: ফুটবল টুর্নামেন্টের ফাইনাল ও পুরস্কার বিতরণ অনুষ্ঠান, নগরের মাছিমপুর এলাকায় ক্রীড়া কমপ্লেক্সে, বিকেল চারটায়।","['করপোরেট', 'ক্লাব', 'অব', 'সিলেট', 'লিমিটেড', '<PUNCT>', 'ফুটবল', 'টুর্নামেন্টের', 'ফাইনাল', 'ও', 'পুরস্কার', 'বিতরণ', 'অনুষ্ঠান', '<PUNCT>', 'নগরের', 'মাছিমপুর', 'এলাকায়', 'ক্রীড়া', 'কমপ্লেক্সে', '<PUNCT>', 'বিকেল', 'চারটায়', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
কম্পিউটার সিটি টেকনোলজিস লিমিটেডের বাজারে আনা এ স্পিকারের দাম ২ হাজার ২৫০ টাকা।,"['কম্পিউটার', 'সিটি', 'টেকনোলজিস', 'লিমিটেডের', 'বাজারে', 'আনা', 'এ', 'স্পিকারের', 'দাম', '২', 'হাজার', '২৫০', 'টাকা', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
প্রায় ৩০ কোটি টাকা ব্যয়ে দুটি গ্রুপে বিশ কিলোমিটার সড়কের কাজটি পায় ঢাকার ঠিকাদারি প্রতিষ্ঠান ন্যাশনাল সিভিল ইঞ্জিনিয়ারিং লিমিটেড।,"['প্রায়', '৩০', 'কোটি', 'টাকা', 'ব্যয়ে', 'দুটি', 'গ্রুপে', 'বিশ', 'কিলোমিটার', 'সড়কের', 'কাজটি', 'পায়', 'ঢাকার', 'ঠিকাদারি', 'প্রতিষ্ঠান', 'ন্যাশনাল', 'সিভিল', 'ইঞ্জিনিয়ারিং', 'লিমিটেড', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"বেসিস সূত্র জানিয়েছে, রপ্তানি উন্নয়ন ব্যুরোর সহযোগিতায় 'সিবিট অস্ট্রেলিয়া ২০১৫ 'মেলায় বেসিসের সদস্য কোম্পানি বিয়ন্ড টেকনোলজিস, বিটস সলিউশন লিমিটেড, ডিভাইন আইটি লিমিটেড, ডাটাবিজ সফটওয়্যার লিমিটেড এবং সরকারের পক্ষ থেকে বাংলাদেশ হাই-টেক পার্ক কর্তৃপক্ষ তাদের পণ্য ও সেবা প্রদর্শন করে।","['বেসিস', 'সূত্র', 'জানিয়েছে', '<PUNCT>', 'রপ্তানি', 'উন্নয়ন', 'ব্যুরোর', 'সহযোগিতায়', '<PUNCT>', 'সিবিট', 'অস্ট্রেলিয়া', '২০১৫', '<PUNCT>', 'মেলায়', 'বেসিসের', 'সদস্য', 'কোম্পানি', 'বিয়ন্ড', 'টেকনোলজিস', '<PUNCT>', 'বিটস', 'সলিউশন', 'লিমিটেড', '<PUNCT>', 'ডিভাইন', 'আইটি', 'লিমিটেড', '<PUNCT>', 'ডাটাবিজ', 'সফটওয়্যার', 'লিমিটেড', 'এবং', 'সরকারের', 'পক্ষ', 'থেকে', 'বাংলাদেশ', 'হাই', '<PUNCT>', 'টেক', 'পার্ক', 'কর্তৃপক্ষ', 'তাদের', 'পণ্য', 'ও', 'সেবা', 'প্রদর্শন', 'করে', '<PUNCT>']","['B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বেসিসের আরেক সদস্য কোম্পানি উইনটেল লিমিটেড দর্শনার্থী (ভিজিটর) হিসেবে মেলায় অংশগ্রহণ করেছে।,"['বেসিসের', 'আরেক', 'সদস্য', 'কোম্পানি', 'উইনটেল', 'লিমিটেড', 'দর্শনার্থী', '<PUNCT>', 'ভিজিটর', '<PUNCT>', 'হিসেবে', 'মেলায়', 'অংশগ্রহণ', 'করেছে', '<PUNCT>']","['B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
জাতীয় অর্থোপেডিক হাসপাতাল ও পুনর্বাসন কেন্দ্রে (পঙ্গু হাসপাতাল) কার্যাদেশ পাওয়ার তিন দিনের মধ্যে যন্ত্রপাতি সরবরাহ করে তৌফিকা এনার্জি লিমিটেড নামের একটি প্রতিষ্ঠান।,"['জাতীয়', 'অর্থোপেডিক', 'হাসপাতাল', 'ও', 'পুনর্বাসন', 'কেন্দ্রে', '<PUNCT>', 'পঙ্গু', 'হাসপাতাল', '<PUNCT>', 'কার্যাদেশ', 'পাওয়ার', 'তিন', 'দিনের', 'মধ্যে', 'যন্ত্রপাতি', 'সরবরাহ', 'করে', 'তৌফিকা', 'এনার্জি', 'লিমিটেড', 'নামের', 'একটি', 'প্রতিষ্ঠান', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"এদের একটি তৌফিকা এনার্জি লিমিটেড, অন্যটি তৌফিকা ইঞ্জিনিয়ারিং।","['এদের', 'একটি', 'তৌফিকা', 'এনার্জি', 'লিমিটেড', '<PUNCT>', 'অন্যটি', 'তৌফিকা', 'ইঞ্জিনিয়ারিং', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
২ কোটি ৩৭ লাখ ৩৯ হাজার ৮২ টাকার বিনিময়ে পরিচ্ছন্নতাকর্মী সরবরাহে হাসপাতাল কর্তৃপক্ষ ট্রাস্ট সিকিউরিটি অ্যান্ড লজিস্টিকস সার্ভিসেস লিমিটেডের সঙ্গে চুক্তি করে।,"['২', 'কোটি', '৩৭', 'লাখ', '৩৯', 'হাজার', '৮২', 'টাকার', 'বিনিময়ে', 'পরিচ্ছন্নতাকর্মী', 'সরবরাহে', 'হাসপাতাল', 'কর্তৃপক্ষ', 'ট্রাস্ট', 'সিকিউরিটি', 'অ্যান্ড', 'লজিস্টিকস', 'সার্ভিসেস', 'লিমিটেডের', 'সঙ্গে', 'চুক্তি', 'করে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"পারিবারিক সূত্র জানায়, সুইটি বৈদ্যুতিক সামগ্রী উৎপাদনকারী প্রতিষ্ঠান ইন্ডিপেন্ডেন্ট পাওয়ার লিমিটেডের চেয়ারম্যান ছিলেন।","['পারিবারিক', 'সূত্র', 'জানায়', '<PUNCT>', 'সুইটি', 'বৈদ্যুতিক', 'সামগ্রী', 'উৎপাদনকারী', 'প্রতিষ্ঠান', 'ইন্ডিপেন্ডেন্ট', 'পাওয়ার', 'লিমিটেডের', 'চেয়ারম্যান', 'ছিলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
কক্সবাজারের পেকুয়া কো-অপারেটিভ ক্রেডিট ইউনিয়ন লিমিটেডের বার্ষিক সাধারণ সভা ১৭ মে পেকুয়া বাজারের কবির মিয়ার মাঠে অনুষ্ঠিত হয়েছে।,"['কক্সবাজারের', 'পেকুয়া', 'কো', '<PUNCT>', 'অপারেটিভ', 'ক্রেডিট', 'ইউনিয়ন', 'লিমিটেডের', 'বার্ষিক', 'সাধারণ', 'সভা', '১৭', 'মে', 'পেকুয়া', 'বাজারের', 'কবির', 'মিয়ার', 'মাঠে', 'অনুষ্ঠিত', 'হয়েছে', '<PUNCT>']","['B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']"
কনটেন্ট ম্যাটার লিমিটেড প্রযোজিত এবং হাফ স্টপ ডাউন লিমিটেড নিবেদিত আয়নাবাজির নির্বাহী প্রযোজক এশা ইউসুফ।,"['কনটেন্ট', 'ম্যাটার', 'লিমিটেড', 'প্রযোজিত', 'এবং', 'হাফ', 'স্টপ', 'ডাউন', 'লিমিটেড', 'নিবেদিত', 'আয়নাবাজির', 'নির্বাহী', 'প্রযোজক', 'এশা', 'ইউসুফ', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"এর মধ্যে নাসির গ্লাস ইন্ডাস্ট্রি, পিএইচপি ফ্লোট গ্লাস ইন্ডাস্ট্রি, উসমানিয়া গ্লাস শিট ফ্যাক্টরি লিমিটেড, এমইবি গ্লাস ইন্ডাস্ট্রি লিমিটেড, দ্য বেঙ্গল গ্লাস ওয়ার্কার্স লিমিটেড অন্যতম।","['এর', 'মধ্যে', 'নাসির', 'গ্লাস', 'ইন্ডাস্ট্রি', '<PUNCT>', 'পিএইচপি', 'ফ্লোট', 'গ্লাস', 'ইন্ডাস্ট্রি', '<PUNCT>', 'উসমানিয়া', 'গ্লাস', 'শিট', 'ফ্যাক্টরি', 'লিমিটেড', '<PUNCT>', 'এমইবি', 'গ্লাস', 'ইন্ডাস্ট্রি', 'লিমিটেড', '<PUNCT>', 'দ্য', 'বেঙ্গল', 'গ্লাস', 'ওয়ার্কার্স', 'লিমিটেড', 'অন্যতম', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
তিনি এখন দ্য বেঙ্গল গ্লাস ওয়ার্কার্স লিমিটেডে ফার্নেস প্রকৌশলী হিসেবে কর্মরত আছেন।,"['তিনি', 'এখন', 'দ্য', 'বেঙ্গল', 'গ্লাস', 'ওয়ার্কার্স', 'লিমিটেডে', 'ফার্নেস', 'প্রকৌশলী', 'হিসেবে', 'কর্মরত', 'আছেন', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
